tweet,text_cl,text_lm,sentiment
@ktan91 aww she turned us both off? Aww  then can you turn it on again?,user she turned us both off then can you turn it on again,user turned turn,0
CSS-ing on an empty stomach without resources and google = headache. can't mem'rize.  but was able to do it anyway. :-D weeeee,css ing on an empty stomach without resources and google headache can not mem rize but was able to do it anyway d wee,cs ing empty stomach without resource google headache not mem rize able anyway wee,0
I'm awake. On a Sunday morning and at punggol. Super tired ,i am awake on a sunday morning and at punggol super tired,awake sunday morning punggol super tired,0
Taking mitchs granparents out to eat for thier 50th anniv sat . . .  no 3 doors down  *Cait*,taking mitchs granparents out to eat for thier th anniv sat no doors down cait,taking mitchs granparents eat thier th anniv sat no door cait,0
@skellywager thats a banging idea! tell me how it goes ,user that is a banging idea tell me how it goes,user banging idea tell go,1
Goodmorning  feeling crappy this morning how's everyones morning ,goodmorning feeling crappy this morning how is everyone is morning,goodmorning feeling crappy morning everyone morning,1
Contemplating the future of humanity and my place in it. ,contemplating the future of humanity and my place in it,contemplating future humanity place,1
hmm..kinda tired so goodnight ,kind of tired so goodnight,kind tired goodnight,1
"@gigdiary @bugmum I think he got our descriptions mixed up Bugmum  Either that or you gotta tease him more, treat em mean.....",user user i think he got our descriptions mixed up bugmum either that or you got to tease him more treat them mean,user user think got description mixed bugmum either got tease treat mean,1
Im having a dinner with my family ,i am having a dinner with my family,dinner family,1
@fuckcity happpppy birthday andy ,user happy birthday andy,user happy birthday andy,1
cuz she did not shower today ,cuz she did not shower today,cuz not shower today,1
@delaportos will own a gt500 in the future.. ,user will own a gt in the future,user gt future,1
"ok peeps.nighty night.say your prayers..prayers for fam,friends,and all the lost souls who need the Lord.smo0chuhzsmuasz ",ok peeps nighty night say your prayers prayers for fam friends and all the lost souls who need the lord smo chuhzsmuasz,ok peep nighty night say prayer prayer fam friend lost soul need lord smo chuhzsmuasz,1
dad's birthday today ,dad s birthday today,dad birthday today,1
listening to ' On the line ' by Demi Lovato &amp; Jonas Brothers   #jonaspoland,listening to on the line by demi lovato jonas brothers hashtag,listening line demi lovato jonas brother hashtag,1
@davynathan Love that song! ,user love that song,user love song,1
just got done washing the cleaning van with the kids....got sprayed in the face by our youngest ,just got done washing the cleaning van with the kids got sprayed in the face by our youngest,got done washing cleaning van kid got sprayed face youngest,1
@adriann12     well fine then    ,user well fine then,user well fine,1
@sunday  Helooo ...goodbye.....!! ,user hel goodbye,user hel goodbye,1
ges everyday!!! ,ges everyday,ge everyday,1
"hello  Just applied for a job at a new store opening in about 2 months over here in Canada (well, in my local mall, that is) Fun fun fun!",hello just applied for a job at a new store opening in about months over here in canada well in my local mall that is fun fun fun,hello applied job new store opening month canada well local mall fun fun fun,1
@HappyMomAmy  I commented on my own sleep training methods ,user i commented on my own sleep training methods,user commented sleep training method,1
@imanathira duh. Haha I just had cheer on the way home from a&amp;w. Sigh. I wanna like die. Heh  full of regret like ow.,user duh i just had cheer on the way home from aw sigh i want to like die heh full of regret like ow,user duh cheer way home aw sigh want like die heh full regret like ow,1
confirmed 2 new staffs today... one coming tomorrow and another in 2 weeks! ,confirmed new staffs today one coming tomorrow and another in weeks,confirmed new staff today one coming tomorrow another week,1
HLD blog Fly On The Wall:  http://tinyurl.com/cnvhx4,hld blog fly on the wall url,hld blog fly wall url,1
in the car with rhi to her singing concert  wish her luck she's nervous!,in the car with rhi to her singing concert wish her luck she is nervous,car rhi singing concert wish luck nervous,1
@Cobras_Stoney: Allright! Argh. She told me yesterday about that party ! .-. I know I'm stupid ,user allright argh she told me yesterday about that party i know i am stupid,user allright argh told yesterday party know stupid,1
http://bit.ly/Q3o2N  just listen to it Demi is amaizing ,url just listen to it demi is amaizing,url listen demi amaizing,1
watching im a celebrity.....get me out of here.  pretty crazy,watching i am a celebrity get me out of here pretty crazy,watching celebrity get pretty crazy,1
Used my laptop once since friday and that was only to update the n97 ,used my laptop once since friday and that was only to update the n,used laptop since friday update,1
I can't believe how long n good I slept last night!  it was amazing!!! I haven't slept like that in forever..,i can not believe how long n good i slept last night it was amazing i have not slept like that in forever,not believe long good slept last night amazing not slept like forever,1
Just got my certificate for my Assumed Business Name!!  YAY,just got my certificate for my assumed business name,got certificate assumed business name,1
About to watch the MTV Movie Awards  I bet R-Patz and Taylor are looking awesome!,about to watch the mtv movie awards i bet r patz and taylor are looking awesome,watch mtv movie award bet patz taylor looking awesome,1
@celia_brads i've finished  lol,user i have finished,user finished,1
"Yay, finally! Looking forward to Monday evening! ",finally looking forward to monday evening,finally looking forward monday evening,1
"new day, new puzzles ",new day new puzzles,new day new puzzle,1
@w00fy  Sounds like good advice esp since all the cheap flights seem to have gone ,user sounds like good advice esp since all the cheap flights seem to have gone,user sound like good advice esp since cheap flight seem gone,1
"Thank you mum! How did you know that I love Depeche Mode? Woah, i've got 'Sounds of the Universe'  Musical meekend ",thank you mum how did you know that i love depeche mode woah i have got sounds of the universe musical meekend,thank mum know love depeche mode woah got sound universe musical meekend,1
"@brigwyn in the grand scheme of things I have been lucky.  House hasn't been broken into yet, car hasn't been stolen ",user in the grand scheme of things i have been lucky house has not been broken into yet car has not been stolen,user grand scheme thing lucky house not broken yet car not stolen,1
you make me crazier ,you make me crazier,make crazier,1
@brentcon890 Lol no you should Follow me ,user no you should follow me,user no follow,1
working in OO php with Andrea ,working in oo php with andrea,working oo php andrea,1
@JeSsFaNdAnI thats awesome! I'm good as well ,user that is awesome i am good as well,user awesome good well,1
"@faelora Hey, it was skill(actually, no, I just had good hands/decisions for 3 hands, and at the end I got a good straight) ",user hey it was skill actually no i just had good hands decisions for hands and at the end i got a good straight,user hey skill actually no good hand decision hand end got good straight,1
"@Yerohs It's sunshiny here in Texas, too.  ",user it is sunshiny here in texas too,user sunshiny texas,1
"http://twitpic.com/6u8i0 - if you'll be my superman, I promise i'll be 'ur superlady ",url if you will be my superman i promise i will be ur superlady,url superman promise ur superlady,1
@tattotoro im awesome i got 2 new green day posters today ,user i am awesome i got new green day posters today,user awesome got new green day poster today,1
"Welp, Going To Sleep, Long Day Tomorrow. It's Been Fun, &amp; Im Exahusted Phew. (LOL) I Need A Twitter Break. Goodnight ",welp going to sleep long day tomorrow it is been fun i am exahusted phew i need a twitter break goodnight,welp going sleep long day tomorrow fun exahusted phew need twitter break goodnight,1
@cwardell lmao. life gets rough and you gotta be creative. her campaign office lost power two blocks away and she's got work to print ,user lmao life gets rough and you got to be creative her campaign office lost power two blocks away and she is got work to print,user lmao life get rough got creative campaign office lost power two block away got work print,1
@afsheen at least you get the weekends...  ,user at least you get the weekends,user least get weekend,1
"Morning Lovelies    Oh wait, afternoon!  But its today is gorgeous &amp; sunny mmmm just been out and bought more big sunglasses, haha xX",morning lovelies wait afternoon but it is today is gorgeous sunny m just been out and bought more big sunglasses xx,morning lovely wait afternoon today gorgeous sunny bought big sunglass xx,1
i know what i want for my birthday ;ray ban wayfarers and and and camp rock/jonas brothers pajamas  it would be soo cool! 15 in 20days. (:,i know what i want for my birthday ray ban wayfarers and and and camp rock jonas brothers pajamas it would be soo cool in days,know want birthday ray ban wayfarer camp rock jonas brother pajama soo cool day,1
@ashestree's tv is so cool! It turns on and off SO FREAKING COOL! ,user s tv is so cool it turns on and off so freaking cool,user tv cool turn freaking cool,1
@peterloggins thank for posting.. but.. hm.. a? ,user thank for posting but hm a,user thank posting hm,1
on my way to Cultus Lake with Alyanna Leslie Trevor Steven Jessica Cam Adam and Chris ,on my way to cultus lake with alyanna leslie trevor steven jessica cam adam and chris,way cultus lake alyanna leslie trevor steven jessica cam adam chris,1
"@flishflash nope, not at all, but it's only for another 3 weeks ",user nope not at all but it is only for another weeks,user nope not another week,1
Good news on the Jetta  no error codes!,good news on the jetta no error codes,good news jetta no error code,1
@WahooPooh and why would you like that info.  ???   ,user and why would you like that info,user like info,1
Good morning...The sun is shining the tank is clean &amp; 2days da day we get... I watched  Finding  Nemo last nite    &gt;&gt;Won-For-Tree-Seben&lt;&lt;,good morning the sun is shining the tank is clean days da day we get i watched finding nemo last nite won for tree seben,good morning sun shining tank clean day da day get watched finding nemo last nite tree seben,1
"@pablonunez  trust me federer says things that if listen closely are so cocky, but I don't think he purposely says it",user trust me federer says things that if listen closely are so cocky but i do not think he purposely says it,user trust federer say thing listen closely cocky not think purposely say,1
@officialnjonas looking forward to evry song love them all love you xoxox sophie please please reply ,user looking forward to evry song love them all love you xoxox sophie please please reply,user looking forward evry song love love xoxox sophie please please reply,1
@narrowcurves re FB request. Me too. Time to prune those status's and wall posts before you say Yes ,user re facebook request me too time to prune those status s and wall posts before you say yes,user facebook request time prune status wall post say yes,1
"@kirstiealley I can't remember the last time I watched the news, I always change the channel and find something funny instead ",user i can not remember the last time i watched the news i always change the channel and find something funny instead,user not remember last time watched news always change channel find something funny instead,1
Watchin a Film ,watchin a film,watchin film,1
Will and the people people people ,will and the people people people,people people people,1
@houseofsoundla thanks for the follow!  I LOVE HOUSE MUSIC!!! It puts me in another state of mind~,user thanks for the follow i love house music it puts me in another state of mind,user thanks follow love house music put another state mind,1
@cherrythegreat @rxtheride DITTO! ,user user ditto,user user ditto,1
@tomeitel thanks for helping my sister with her com. ,user thanks for helping my sister with her com,user thanks helping sister com,1
Making blueberry muffins before work ,making blueberry muffins before work,making blueberry muffin work,1
The Spanish Phrase of the Day has to do with... TRAVEL  To subscribe http://tinyurl.com/o9ejczabout 10 hours ago,the spanish phrase of the day has to do with travel to subscribe url hours ago,spanish phrase day travel subscribe url hour ago,1
"oh boy, last week of class! i haven't studied all weekend. oh well. ",boy last week of class i have not studied all weekend well,boy last week class not studied weekend well,1
yayyyy @jess22shep gave in  i knew she would,user gave in i knew she would,user gave knew,1
@tomtheguvnor @stevennewson @gmorpheme @jaffa2 @djmcaleese @dtpo @knaveofdiamonds one of our partners is called Alfa! No escape! ,user user user user user user user one of our partners is called alfa no escape,user user user user user user user one partner called alfa no escape,1
"@Azstrel Thanks buddy, It's nothing without the readers support ",user thanks buddy it is nothing without the readers support,user thanks buddy nothing without reader support,1
i feel like making cuppies! ,i feel like making cuppies,feel like making cuppies,1
First CF Total: 440  Not too shabby... Out celebrating some new PR's with the girls!,first cf total not too shabby out celebrating some new pr s with the girls,first cf total not shabby celebrating new pr girl,1
"@tinythoughts no ads in hulu desktop, nice ",user no ads in hulu desktop nice,user no ad hulu desktop nice,1
my boyfriend's cute ,my boyfriend s cute,boyfriend cute,1
"@mcraddictal annaa my beloved sistaa, miss youu .. i know that you are sleeping ryt now ",user annaa my beloved sistaa miss youu i know that you are sleeping ryt now,user annaa beloved sistaa miss youu know sleeping ryt,1
Photo: what i called family  http://tumblr.com/x4r1x6law,photo what i called family url,photo called family url,1
@Al8xandre wants me to update that I am having chilli crab dinner again with him and the french crew by the river ,user wants me to update that i am having chilli crab dinner again with him and the french crew by the river,user want update chilli crab dinner french crew river,1
"@starboy_ Hiddy Ho! Heard good things, so i now follow. ",user hiddy ho heard good things so i now follow,user hiddy ho heard good thing follow,1
"just watched channel V a while ago, the song &quot;In for the Kill&quot; by La Roux sounds kind of good  I might download it later",just watched channel v a while ago the song in for the kill by la roux sounds kind of good i might download it later,watched channel ago song kill la roux sound kind good download later,1
"@Mhaey lol yeah gross, eh? ",user gross eh,user gross eh,1
@fastidiousbabe same to you have a happy friday ,user same to you have a happy friday,user happy friday,1
still in jammies ,still in jammies,still jammies,1
@HarryHarley Whew! I was a bit scared there.  I was about to put up the garlic.,user whew i was a bit scared there i was about to put up the garlic,user whew scared put garlic,1
"Morning all! Well, its sunny and bright which has to be a good thing  I wonder what today will bring!",morning all well it is sunny and bright which has to be a good thing i wonder what today will bring,morning well sunny bright good thing wonder today bring,1
@symphnysldr thinks u should have a concert in NY soon! mayb wir CJ? cause that would be amazing &amp; i LOVE your music.  it's my bday im 20!,user thinks you should have a concert in ny soon mayb wir cj because that would be amazing i love your music it is my birthday i am,user think concert ny soon mayb wir cj amazing love music birthday,1
"I had some time to kill, and found my first local cache ",i had some time to kill and found my first local cache,time kill found first local cache,1
aliens totally fucking exist  I knew it I knew it I knew it,aliens totally fucking exist i knew it i knew it i knew it,alien totally fucking exist knew knew knew,1
@Applecored Exceedingly well tx. But thinking should NOT be at computer. More veggies to plant. Back later! ,user exceedingly well tx but thinking should not be at computer more veggies to plant back later,user exceedingly well tx thinking not computer veggie plant back later,1
I'm watching smallville. Yay ,i am watching smallville,watching smallville,1
@MarkKostel yeah just surgery for a deviated septum......thanks to checkin in!!!painkillers are my friend ,user just surgery for a deviated septum thanks to checkin in painkillers are my friend,user surgery deviated septum thanks checkin painkiller friend,1
@__MissB I'm sure he will ,user i am sure he will,user sure,1
Finally on the way home  whatss up for tonight ?,finally on the way home whatss up for tonight,finally way home whatss tonight,1
"http://twitpic.com/68djy - this is what i do while im bored and on the phone with desi, i draw her ",url this is what i do while i am bored and on the phone with desi i draw her,url bored phone desi draw,1
@marywallace &quot;Take over the world and make it FABULOUS.&quot; FTW.  ,user take over the world and make it fabulous ftw,user take world make fabulous ftw,1
Congrats to @macrohawaii on the mention/pic in today's Honolulu Advertiser (Island Life). All the best to you. ,congrats to user on the mention pic in today s honolulu advertiser island life all the best to you,congrats user mention pic today honolulu advertiser island life best,1
Not going to school this week. Can't wait until the weekend. ,not going to school this week can not wait until the weekend,not going school week not wait weekend,1
@BrokePimpStyles I thought @Kellbell68 went to bed hours ago!    She still lurking in Twitterspace??,user i thought user went to bed hours ago she still lurking in twitterspace,user thought user went bed hour ago still lurking twitterspace,1
today was totally worth it ,today was totally worth it,today totally worth,1
@frazierbooty you mean in your ears ,user you mean in your ears,user mean ear,1
Had a blast with russ and everyone last night!! I love dancing with him...just like old times ,had a blast with russ and everyone last night i love dancing with him just like old times,blast rus everyone last night love dancing like old time,1
"@LKid If you haven't found anyone... I work down the street from your place, and have a valid passport. ",user if you have not found anyone i work down the street from your place and have a valid passport,user not found anyone work street place valid passport,1
@cjm55 Thanks!  ,user thanks,user thanks,1
Had to pause Intervention when my job counselor got here I think she's a former addict. My appointment's over I guess I'll try to sleep. ,had to pause intervention when my job counselor got here i think she is a former addict my appointment s over i guess i will try to sleep,pause intervention job counselor got think former addict appointment guess try sleep,1
"@shaundiviney oh I sound like such a bitch, I ment unlikely about you effing everyone haha it awesome you guys won ",user i sound like such a bitch i ment unlikely about you effing everyone it awesome you guys won,user sound like bitch ment unlikely effing everyone awesome guy,1
Relaxing with papa bear  softball game tonight,relaxing with papa bear softball game tonight,relaxing papa bear softball game tonight,1
@graves3533 @DebBohn thanks ladies ,user user thanks ladies,user user thanks lady,1
"Platypus Lite is live on the App Store... Enjoy a bit a free gaming, which includes the two players option over the wifi ",platypus lite is live on the app store enjoy a bit a free gaming which includes the two players option over the wifi,platypus lite live app store enjoy free gaming includes two player option wifi,1
@venzann it's called an iPhone. Works nice on XT I'm told ,user it is called an iphone works nice on xt i am told,user called iphone work nice xt told,1
"@chickieleighc Lol. Your welcome.   Fifth Element is one of my favorite movies, and well Star Trek.. is Star Trek! ;)",user you are welcome fifth element is one of my favorite movies and well star trek is star trek,user welcome fifth element one favorite movie well star trek star trek,1
"@neilmiddleton no, wait, i wanna know where this number comes from, for lat 10 yrs it was 500k and now its less? ",user no wait i want to know where this number comes from for lat yrs it was k and now it is less,user no wait want know number come lat yr le,1
@samorajones   wat u doin 2day?,user wat you doin day,user wat doin day,1
"it's alan wilder's ( of recoil &amp; ex-depeche mode ) b-day today , so HÃPPY &quot;BURST&quot;DAY 2 u , mr. wilder !  @recoilboss &amp; @recoilofficial",it is alan wilder s of recoil ex depeche mode b day today so h ppy burst day you mr wilder user user,alan wilder recoil ex depeche mode day today ppy burst day mr wilder user user,1
There'll never be enough time. We all just have to be at peace with that. ,there will never be enough time we all just have to be at peace with that,never enough time peace,1
"@Lippzy you still not well yet girl, get better soon, had my first proper pint of draft guiness today, ye ha ",user you still not well yet girl get better soon had my first proper pint of draft guiness today ye ha,user still not well yet girl get better soon first proper pint draft guiness today ye ha,1
"home from Jack's, going to pick up food and then doing this movie project on Amelie. good weekend ",home from jack s going to pick up food and then doing this movie project on amelie good weekend,home jack going pick food movie project amelie good weekend,1
"its better to be hated for whatt youu are, than loved for what you arent ",it is better to be hated for whatt youu are than loved for what you are not,better hated whatt youu loved not,1
"just came back from a family get togethor, had a great great timee   now im tired haha night x",just came back from a family get togethor had a great great timee now i am tired night x,came back family get togethor great great timee tired night,1
@66Keelan61 I was just watching that ,user i was just watching that,user watching,1
@Em_Love i agree with you em. ,user i agree with you them,user agree,1
@pamfidler Amen.. yes and one of the groups was an awesome church choir In a public library singing We are standing on Holy Ground ,user amen yes and one of the groups was an awesome church choir in a public library singing we are standing on holy ground,user amen yes one group awesome church choir public library singing standing holy ground,1
on the train going to downtown . ,on the train going to downtown,train going downtown,1
I found a company who recover it for just 400 KD  the price for each hard disk and I have 3,i found a company who recover it for just kd the price for each hard disk and i have,found company recover kd price hard disk,1
"Can't read my, can't read my, no he can't read my POKER FACE lalala (8) ",can not read my can not read my no he can not read my poker face lalala,not read not read no not read poker face lalala,1
"This is another one of those really good day! Just had a nice nap, now time for the Newicks reunion! Finallly ",this is another one of those really good day just had a nice nap now time for the newicks reunion finay,another one really good day nice nap time newicks reunion finay,1
@craignicol whoever ive had an interesting coversation with or tweet something useful in the past few days ,user whoever i have had an interesting coversation with or tweet something useful in the past few days,user whoever interesting coversation tweet something useful past day,1
@GINAAA I'LL TEXT YOU &lt;3 ,user i will text you,user text,1
@brendajos I'm sorry for the late reply. I'm doing much better.  No real pain today and I've walked on it. Taking it easy! TY for asking ,user i am sorry for the late reply i am doing much better no real pain today and i have walked on it taking it easy ty for asking,user sorry late reply much better no real pain today walked taking easy ty asking,1
 glad I could help...or not depending on how much $ you spend ;),glad i could help or not depending on how much you spend,glad help not depending much spend,1
@ericswain @juicyjobs Thanks guys ,user user thanks guys,user user thanks guy,1
we got A LOT done is practice today. ,we got a lot done is practice today,got lot done practice today,1
i found lloyd again! ,i found lloyd again,found lloyd,1
check out this giveawaay vid and enter to win  http://bit.ly/QSYxP,check out this giveawaay vid and enter to win url,check giveawaay vid enter win url,1
loves Flixster  Have a nice day!!,loves flixster have a nice day,love flixster nice day,1
Is wishing to watch more of Nodame Cantabile Live Action ,is wishing to watch more of nodame cantabile live action,wishing watch nodame cantabile live action,1
schoolafter a long spring break is thumbs way down. ,schoolafter a long spring break is thumbs way down,schoolafter long spring break thumb way,1
@thisgoeshere Me either. xD HO-LA. ,user me either xd ho la,user either xd ho la,1
"Morning all  While I'm off work, I'll have to meet up with my study partner later to work on our paper. Luckily I'm off tomorrow too ;)",morning all while i am off work i will have to meet up with my study partner later to work on our paper luckily i am off tomorrow too,morning work meet study partner later work paper luckily tomorrow,1
"@momtron i love my wfb  i shouldn't be, but i've been combing little bits of it on the sly. (supposed to be working on the black fleece)",user i love my wfacebook i should not be but i have been combing little bit is of it on the sly supposed to be working on the black fleece,user love wfacebook not combing little sly supposed working black fleece,1
@sarahkathrina good afternoon! Ahahaha ,user good afternoon aha,user good afternoon aha,1
"Watching Me, Myself, and Irene with @Mollayyy ",watching me myself and irene with user,watching irene user,1
I love when parents get what I'm doing- had a parent come in today and express gratitude for a local mission trip. made my day ,i love when parents get what i am doing had a parent come in today and express gratitude for a local mission trip made my day,love parent get parent come today express gratitude local mission trip made day,1
"@jackstow Granted it is a bit inconvenient having a door that varies in size according to the weather, but I'm a wood snob! ",user granted it is a bit inconvenient having a door that varies in size according to the weather but i am a wood snob,user granted inconvenient door varies size according weather wood snob,1
i want to try and go back to the driving range... after a drink or two ,i want to try and go back to the driving range after a drink or two,want try go back driving range drink two,1
Happy Birthday Andy hurley!!!!!! ,happy birthday andy hurley,happy birthday andy hurley,1
#spotify: one of the biggest joys of being european ,hashtag one of the biggest joys of being european,hashtag one biggest joy european,1
"Spam my NEW default!,i'll love you forever and ever,tell me something besides im cute,i already know that. ",spam my new default i will love you forever and ever tell me something besides i am cute i already know that,spam new default love forever ever tell something besides cute already know,1
finnally getting to use twitter after my accoutn being suspended for the last 36 hours! ,finnally getting to use twitter after my accoutn being suspended for the last hours,finnally getting use twitter accoutn suspended last hour,1
Come check me out... www.beautyexpo.ning.com. 10% discount for all my twitter friends. Offer ends July 28th--- Kesha ,come check me out url discount for all my twitter friends offer ends july th kesha,come check url discount twitter friend offer end july th kesha,1
@pinkisneat Only my presence would complete the level of coolness and bump the day into the perfect category ,user only my presence would complete the level of coolness and bump the day into the perfect category,user presence complete level coolness bump day perfect category,1
city all day soo happy to be home. school in the morning ,city all day soo happy to be home school in the morning,city day soo happy home school morning,1
@allanzzz oh allan!!  may God give you strength and energy today esp with all the driving and work you have. ,user allan may god give you strength and energy today esp with all the driving and work you have,user allan may god give strength energy today esp driving work,1
@chrisblake Itâs a beautiful Monday  My boys and I got to play for a moment in the rain on the way to the carâ¦perfect ,user it s a beautiful monday my boys and i got to play for a moment in the rain on the way to the car perfect,user beautiful monday boy got play moment rain way car perfect,1
I havee noe idea whaat too do.. This all new too mee.! !  lol.,i havee noe idea whaat too do this all new too mee,havee noe idea whaat new mee,1
@shariyee haha.. It'll be a while... Feel special..  ,user it will be a while feel special,user feel special,1
morning the sun is back!!! me like ,morning the sun is back me like,morning sun back like,1
class ended 15mins early ,class ended mins early,class ended min early,1
bonfire tonight! mmm gotta love summer ,bonfire tonight got to love summer,bonfire tonight got love summer,1
is saying goodnight. my next twit will be from Manila....YAHOO!!!!! Home at last! ,is saying goodnight my next twit will be from manila yahoo home at last,saying goodnight next twit manila yahoo home last,1
http://twitpic.com/5cl7i - instead of getting drunk tonight. chill session @ my house ,url instead of getting drunk tonight chill session user my house,url instead getting drunk tonight chill session user house,1
@thriftgoddess that's cool   I know a few people who might need some guitar picks ;),user that is cool i know a few people who might need some guitar picks,user cool know people need guitar pick,1
@shelbilavender LMAO! Dang auto-correct on the iPhone! Isn't always accurate. ,user lmao dang auto correct on the iphone is not always accurate,user lmao dang auto correct iphone not always accurate,1
@Zarachas The ones with the tokens ,user the ones with the tokens,user one token,1
"@kjgriffin18 I bet it's fun, too  Just to see all the people bringing books to you for such a good cause..I wish I could've helped!",user i bet it is fun too just to see all the people bringing books to you for such a good because i wish i could have helped,user bet fun see people bringing book good wish helped,1
"@cowboy_alan Uh, why are you encouraging Shannie to drink brandy? Better to chill with the Holy Spirit than with other &quot;spirits&quot;. ",user uh why are you encouraging shannie to drink brandy better to chill with the holy spirit than with other spirit is,user uh encouraging shannie drink brandy better chill holy spirit spirit,1
@GeminiTwisted I'm working on losing it again.  You may be my inspiration ,user i am working on losing it again you may be my inspiration,user working losing may inspiration,1
so... don't kill me y'all but I got Twitter. I'm under Stray_Wulf. Follow meh! ,so do not kill me you all but i got twitter i am under stray wulf follow meh,not kill got twitter stray wulf follow meh,1
Just got done taking pictures of my brothers recording studio ,just got done taking pictures of my brothers recording studio,got done taking picture brother recording studio,1
Well @PhillMason You are a rather talented bloke! ,well user you are a rather talented bloke,well user rather talented bloke,1
Doing Wifi @MoMo in de Rode Hoed. You can find me at the balcony ,doing wifi user in de rode hoed you can find me at the balcony,wifi user de rode hoed find balcony,1
airra_vea@yahoo.com add me up FS ACCOUNT en YM ,url add me up fs account en ym,url add f account en ym,1
@jbfan10101  http://twitpic.com/6aphm - Cool Pic! Love Him! Hott! ,user url cool pic love him hott,user url cool pic love hott,1
Youve Got Mail  I love New York in the summertime,you have got mail i love new york in the summertime,got mail love new york summertime,1
and yes I really should know better ,and yes i really should know better,yes really know better,1
Truly shit weather. Perfect for sitting in bed watching Seinfeld ,truly shit weather perfect for sitting in bed watching seinfeld,truly shit weather perfect sitting bed watching seinfeld,1
@Ed_Dale Thx for the video pointers Ed - I'll be testing watching those on my TiVo this year ,user thanks for the video pointers ed i will be testing watching those on my tivo this year,user thanks video pointer ed testing watching tivo year,1
I feel like being rebeliousss! ,i feel like being rebeliou,feel like rebeliou,1
Finished my judging - now have to wait and see if the other judges agree!  There was some really innovative stuff this year! #BSSOSS,finished my judging now have to wait and see if the other judges agree there was some really innovative stuff this year hashtag,finished judging wait see judge agree really innovative stuff year hashtag,1
"@RebeccaHappy I hear you, I am sure something else will come along to keep us all busy ",user i hear you i am sure something else will come along to keep us all busy,user hear sure something else come along keep busy,1
@kikarose I'm a little loopy from not getting enough sleep lol..but otherwise good ,user i am a little loopy from not getting enough sleep but otherwise good,user little loopy not getting enough sleep otherwise good,1
welcomes @Threebt to twitter - hi Clare ,welcomes user to twitter hi clare,welcome user twitter hi clare,1
@CheMerf okies. when i get back. ,user okies when i get back,user okies get back,1
@moonfrye Happy Mothers Day ,user happy mothers day,user happy mother day,1
#musicmonday - My home town friends brighter brightest are playing the The Bovine this thur  can't wait! - myspace.com/brighterbrightest,hashtag my home town friends brighter brightest are playing the the bovine this thur can not wait url brighterbrightest,hashtag home town friend brighter brightest playing bovine thur not wait url brighterbrightest,1
"@PembsDave Very well, thanks ",user very well thanks,user well thanks,1
@SeaFM  AWWW U meanie!!! Tho Could ya??? PLEASE!!!!!!!!!! They r coming this AUgust!! ,user w you meanie tho could ya please they r coming this august,user meanie tho ya please coming august,1
@itsprincess  i know,user i know,user know,1
@tommcfly tom you and perfect. any photo is success ,user tom you and perfect any photo is success,user tom perfect photo success,1
"@AngelSmit as i sit here dying, my advice to you is to put EVERYTHING you own on both of you ",user as i sit here dying my advice to you is to put everything you own on both of you,user sit dying advice put everything,1
@martingero Best way to wake up. ,user best way to wake up,user best way wake,1
Played polly pockets with my girls.. I still enjoy playing with dolls at my age  They kick me out of the game when was my turn to be mom,played polly pockets with my girls i still enjoy playing with dolls at my age they kick me out of the game when was my turn to be mom,played polly pocket girl still enjoy playing doll age kick game turn mom,1
Yayy I looove my mommy  she's so pretty &lt;333333!!!!!,y i lve my mommy she is so pretty,lve mommy pretty,1
"For the geeks, you should follow #geekcamp and see what our fellow geeks are doing. ",for the geeks you should follow hashtag and see what our fellow geeks are doing,geek follow hashtag see fellow geek,1
"I had a real nice time with Laura tonight.  And, since I'm off work tomorrow, I plan to go out with her tomorrow. First, I must sleep. ",i had a real nice time with laura tonight and since i am off work tomorrow i plan to go out with her tomorrow first i must sleep,real nice time laura tonight since work tomorrow plan go tomorrow first must sleep,1
@mooncici had to get some fresh water for the ladies at home. ,user had to get some fresh water for the ladies at home,user get fresh water lady home,1
@patty7999 Just read them all.  Thank you ,user just read them all thank you,user read thank,1
@DonniesGirl69  dude at the t shirt place enhanced it for us ,user dude at the t shirt place enhanced it for us,user dude shirt place enhanced,1
Watching Taken and eating carribbean shirley buiscuits. ,watching taken and eating carribbean shirley buiscuit is,watching taken eating carribbean shirley buiscuit,1
GOOD MORNING EVERYBODY! ANOTHER BEAUTIFUL DAY IN THE NW! ,good morning everybody another beautiful day in the nw,good morning everybody another beautiful day nw,1
@CaroleCross Thank you!!!! ,user thank you,user thank,1
"Trap Mixes (the Collection) just hit over 1,400 downloads on datpiff.com so im feelin pretty good bout now ",trap mixes the collection just hit over downloads on url so i am feelin pretty good bout now,trap mix collection hit downloads url feelin pretty good bout,1
@twitseeker  Thank you so very much! Have a great evening and its nice to meet you! ,user thank you so very much have a great evening and it is nice to meet you,user thank much great evening nice meet,1
@Adeline604 you prob got that gene then..  will you ever dye it? (I guess one should never ask a woman that lol) my wife has a few-no dye,user you prob got that gene then will you ever dye it i guess one should never ask a woman that my wife has a few no dye,user prob got gene ever dye guess one never ask woman wife no dye,1
@stephylineup werddddddddd it was superrrr wackkk @VicDaGreat nxt time  &amp; dont blow kisses when i drive by lmfaooo,user wer it was super wac user nxt time do not blow kisses when i drive by lmfa,user wer super wac user nxt time not blow kiss drive lmfa,1
"Work really bites today...positive note, I can breath ",work really bites today positive note i can breath,work really bite today positive note breath,1
